Location_ID,Location_Name_ZH
101260401,都匀
101260402,贵定
101260403,瓮安
101260404,长顺
101260405,福泉
101260406,惠水
101260407,龙里
101260408,罗甸
101260409,平塘
101260410,独山
101260411,三都
101260412,荔波
101260413,黔南
101260501,凯里
101260502,岑巩
101260503,施秉
101260504,镇远
101260505,黄平
101260506,黔东南
101260507,麻江
101260508,丹寨
101260509,三穗
101260510,台江
101260511,剑河
101260512,雷山
101260513,黎平
101260514,天柱
101260515,锦屏
101260516,榕江
101260517,从江
101260601,铜仁
101260602,江口
101260603,玉屏
101260604,万山
101260605,思南
101260606,碧江
101260607,印江
101260608,石阡
101260609,沿河
101260610,德江
101260611,松桃
101260701,毕节
101260702,赫章
101260703,金沙
101260704,威宁
101260705,大方
101260706,纳雍
101260707,织金
101260708,黔西
101260709,七星关
101260801,水城
101260802,六枝
101260803,六盘水
101260804,盘州
101260805,钟山
101260901,兴义
101260902,晴隆
101260903,兴仁
101260904,贞丰
101260905,望谟
101260906,黔西南
101260907,安龙
101260908,册亨
101260909,普安
101270101,成都
101270102,龙泉驿
101270103,新都
101270104,温江
101270105,金堂
101270106,双流
101270107,郫都
101270108,大邑
101270109,蒲江
101270110,新津
101270111,都江堰
101270112,彭州
101270113,邛崃
101270114,崇州
101270115,青白江
101270116,锦江
101270117,青羊
101270118,金牛
101270119,武侯
101270120,成华
101270121,简阳
101270201,攀枝花
101270202,仁和
101270203,米易
101270204,盐边
101270205,东区
101270206,西区
101270301,自贡
101270302,富顺
101270303,荣县
101270304,自流井
101270305,贡井
101270306,大安
101270307,沿滩
101270401,绵阳
101270402,三台
101270403,盐亭
101270405,梓潼
101270406,北川
101270407,平武
101270408,江油
101270409,涪城
101270410,游仙
101270411,安州
101270501,南充
101270502,南部
101270503,营山
101270504,蓬安
101270505,仪陇
101270506,西充
101270507,阆中
101270508,顺庆
101270509,高坪
101270510,嘉陵
101270601,达州
101270602,宣汉
101270603,开江
101270604,大竹
101270605,渠县
101270606,万源
101270607,通川
101270608,达川
101270701,遂宁
101270702,蓬溪
101270703,射洪
101270704,船山
101270705,安居
101270706,大英
101270801,广安
101270802,岳池
101270803,武胜
101270804,邻水
101270805,华蓥
101270806,前锋
101270807,广安区
101270901,巴中
101270902,通江
101270903,南江
101270904,平昌
101270905,巴州
101270906,恩阳
101271001,泸州
101271002,江阳
101271003,泸县
101271004,合江
101271005,叙永
101271006,古蔺
101271007,纳溪
101271008,龙马潭
101271101,宜宾
101271102,翠屏
101271103,叙州区
101271104,南溪
101271105,江安
101271106,长宁
101271107,高县
101271108,珙县
101271109,筠连
101271110,兴文
101271111,屏山
101271201,内江
101271202,东兴
101271203,威远
101271204,资中
101271205,隆昌
101271206,市中
101271301,资阳
101271302,安岳
101271303,乐至
101271305,雁江
101271401,乐山
101271402,犍为
101271403,井研
101271404,夹江
101271405,沐川
101271406,峨边
101271407,马边
101271410,市中
101271411,沙湾
101271412,五通桥
101271413,金口河
101271414,峨眉山市
101271501,眉山
101271502,仁寿
101271503,彭山
101271504,洪雅
101271505,丹棱
101271506,青神
101271507,东坡
101271601,凉山
101271603,木里
101271604,盐源
101271605,德昌
101271606,会理
101271607,会东
101271608,宁南
101271609,普格
101271610,西昌
101271611,金阳
101271612,昭觉
101271613,喜德
101271614,冕宁
101271615,越西
101271616,甘洛
101271617,雷波
101271618,美姑
101271619,布拖
101271701,雅安
101271702,名山
101271703,荥经
101271704,汉源
101271705,石棉
101271706,天全
101271707,芦山
101271708,宝兴
101271709,雨城
101271801,甘孜
101271802,康定
101271803,泸定
101271804,丹巴
101271805,九龙
101271806,雅江
101271807,道孚
101271808,炉霍
101271809,新龙
101271810,德格
101271811,白玉
101271812,石渠
101271813,色达
101271814,理塘
101271815,巴塘
101271816,乡城
101271817,稻城
101271818,得荣
101271819,甘孜县
101271901,阿坝
101271902,汶川
101271903,理县
101271904,茂县
101271905,松潘
101271906,九寨沟
101271907,金川
101271908,小金
101271909,黑水
101271910,马尔康
101271911,壤塘
101271912,若尔盖
101271913,红原
101271914,阿坝县
101272001,德阳
101272002,中江
101272003,广汉
101272004,什邡
101272005,绵竹
101272006,罗江
101272007,旌阳
101272101,广元
101272102,旺苍
101272103,青川
101272104,剑阁
101272105,苍溪
101272106,利州
101272107,昭化
101272108,朝天
101280101,广州
101280102,番禺
101280103,从化
101280104,增城
101280105,花都
101280106,荔湾
101280107,越秀
101280108,海珠
101280109,天河
101280110,白云
101280111,黄埔
101280112,南沙
101280201,韶关
101280202,乳源
101280203,始兴
101280204,翁源
101280205,乐昌
101280206,仁化
101280207,南雄
101280208,新丰
101280209,曲江
101280210,浈江
101280211,武江
101280301,惠州
101280302,博罗
101280303,惠阳
101280304,惠东
101280305,龙门
101280306,惠城
101280401,梅州
101280402,兴宁
101280403,蕉岭
101280404,大埔
101280405,梅江
101280406,丰顺
101280407,平远
101280408,五华
101280409,梅县
101280501,汕头
101280502,潮阳
101280503,澄海
101280504,南澳
101280505,龙湖
101280506,金平
101280507,濠江
101280508,潮南
101280601,深圳
101280602,罗湖
101280603,福田
101280604,南山
101280605,宝安
101280606,龙岗
101280607,盐田
101280608,龙华
101280609,坪山
101280610,光明
101280701,珠海
101280702,斗门
101280703,金湾
101280704,香洲
101280800,佛山
101280801,顺德
101280802,三水
101280803,南海
101280804,高明
101280805,禅城
101280901,肇庆
101280902,广宁
101280903,四会
101280904,端州
101280905,德庆
101280906,怀集
101280907,封开
101280908,高要
101280909,鼎湖
101281001,湛江
101281002,吴川
101281003,雷州
101281004,徐闻
101281005,廉江
101281006,赤坎
101281007,遂溪
101281008,坡头
101281009,霞山
101281010,麻章
101281101,江门
101281103,开平
101281104,新会
101281105,恩平
101281106,台山
101281107,蓬江
101281108,鹤山
101281109,江海
101281201,河源
101281202,紫金
101281203,连平
101281204,和平
101281205,龙川
101281206,东源
101281207,源城
101281301,清远
101281302,连南
101281303,连州
101281304,连山
101281305,阳山
101281306,佛冈
101281307,英德
101281308,清新
101281309,清城
101281401,云浮
101281402,罗定
101281403,新兴
101281404,郁南
101281405,云城
101281406,云安
101281501,潮州
101281502,饶平
101281503,潮安
101281504,湘桥
101281601,东莞
101281701,中山
101281801,阳江
101281802,阳春
101281803,阳东
101281804,阳西
101281805,江城
101281901,揭阳
101281902,揭西
101281903,普宁
101281904,惠来
101281905,揭东
101281906,榕城
101282001,茂名
101282002,高州
101282003,化州
101282004,电白
101282005,信宜
101282007,茂南
101282101,汕尾
101282102,海丰
101282103,陆丰
101282104,陆河
101282105,城区
101290101,昆明
101290102,五华
101290103,东川
101290104,寻甸
101290105,晋宁
101290106,宜良
101290107,石林
101290108,呈贡
101290109,富民
101290110,嵩明
101290111,禄劝
101290112,安宁
101290114,盘龙
101290115,官渡
101290116,西山
101290201,大理州
101290202,云龙
101290203,漾濞
101290204,永平
101290205,宾川
101290206,弥渡
101290207,祥云
101290208,巍山
101290209,剑川
101290210,洱源
101290211,鹤庆
101290212,南涧
101290213,大理市
101290301,红河
101290302,石屏
101290303,建水
101290304,弥勒
101290305,元阳
101290306,绿春
101290307,开远
101290308,个旧
101290309,蒙自
101290310,屏边
101290311,泸西
101290312,金平
101290313,河口
101290314,红河县
101290401,曲靖
101290402,沾益
101290403,陆良
101290404,富源
101290405,马龙
101290406,师宗
101290407,罗平
101290408,会泽
101290409,宣威
101290410,麒麟
101290501,保山
101290502,隆阳
101290503,龙陵
101290504,施甸
101290505,昌宁
101290506,腾冲
101290601,文山州
101290602,西畴
101290603,马关
101290604,麻栗坡
101290605,砚山
101290606,丘北
101290607,广南
101290608,富宁
101290609,文山市
101290701,玉溪
101290702,澄江
101290703,江川
101290704,通海
101290705,华宁
101290706,新平
101290707,易门
101290708,峨山
101290709,元江
101290710,红塔
101290801,楚雄州
101290802,大姚
101290803,元谋
101290804,姚安
101290805,牟定
101290806,南华
101290807,武定
101290808,禄丰
101290809,双柏
101290810,永仁
101290811,楚雄市
101290901,普洱
101290902,景谷
101290903,景东
101290904,澜沧
101290905,思茅
101290906,墨江
101290907,江城
101290908,孟连
101290909,西盟
101290911,镇沅
101290912,宁洱
101291001,昭通
101291002,鲁甸
101291003,彝良
101291004,镇雄
101291005,威信
101291006,巧家
101291007,绥江
101291008,永善
101291009,盐津
101291010,大关
101291011,水富
101291012,昭阳
101291101,临沧
101291102,沧源
101291103,耿马
101291104,双江
101291105,凤庆
101291106,永德
101291107,云县
101291108,镇康
101291109,临翔
101291201,怒江
101291203,福贡
101291204,兰坪
101291205,泸水
101291207,贡山
101291301,香格里拉
101291302,德钦
101291303,维西
101291305,迪庆
101291401,丽江
101291402,永胜
101291403,华坪
101291404,宁蒗
101291405,古城
101291406,玉龙
101291501,德宏
101291503,陇川
101291504,盈江
101291506,瑞丽
101291507,梁河
101291508,芒市
101291601,景洪
101291602,西双版纳
101291603,勐海
101291605,勐腊
101300101,南宁
101300102,兴宁
101300103,邕宁
101300104,横州
101300105,隆安
101300106,马山
101300107,上林
101300108,武鸣
101300109,宾阳
101300110,青秀
101300111,江南
101300112,西乡塘
101300113,良庆
101300201,崇左
101300202,天等
101300203,龙州
101300204,凭祥
101300205,大新
101300206,扶绥
101300207,宁明
101300208,江州
101300301,柳州
101300302,柳城
101300303,城中
101300304,鹿寨
101300305,柳江
101300306,融安
101300307,融水
101300308,三江
101300309,鱼峰
101300310,柳南
101300311,柳北
101300401,来宾
101300402,忻城
101300403,金秀
101300404,象州
101300405,武宣
101300406,合山
101300407,兴宾
101300501,桂林
101300502,秀峰
101300503,龙胜
101300504,永福
101300505,临桂
101300506,兴安
101300507,灵川
101300508,全州
101300509,灌阳
101300510,阳朔
101300511,恭城
101300512,平乐
101300513,荔浦
101300514,资源
101300515,叠彩
101300516,象山
101300517,七星
101300518,雁山
101300601,梧州
101300602,藤县
101300603,万秀
101300604,苍梧
101300605,蒙山
101300606,岑溪
101300607,长洲
101300608,龙圩
101300701,贺州
101300702,昭平
101300703,富川
101300704,钟山
101300705,八步
101300706,平桂
101300801,贵港
101300802,桂平
101300803,平南
101300804,港北
101300805,港南
101300806,覃塘
101300901,玉林
101300902,博白
101300903,北流
101300904,容县
101300905,陆川
101300906,兴业
101300907,玉州
101300908,福绵
101301001,百色
101301002,那坡
101301003,田阳
101301004,德保
101301005,靖西
101301006,田东
101301007,平果
101301008,隆林
101301009,西林
101301010,乐业
101301011,凌云
101301012,田林
101301013,右江
101301101,钦州
101301102,浦北
101301103,灵山
101301104,钦南
101301105,钦北
101301201,河池
101301202,天峨
101301203,东兰
101301204,巴马
101301205,环江
101301206,罗城
101301207,宜州
101301208,凤山
101301209,南丹
101301210,都安
101301211,大化
101301212,金城江
101301301,北海
101301302,合浦
101301304,海城
101301305,银海
101301306,铁山港
101301401,防城港
101301402,上思
101301403,东兴
101301404,港口
101301405,防城
101310101,海口
101310102,秀英
101310103,龙华
101310104,琼山
101310105,美兰
101310201,三亚
101310202,东方
101310203,临高
101310204,澄迈
101310205,儋州
101310206,昌江
101310207,白沙
101310208,琼中
101310209,定安
101310210,屯昌
101310211,琼海
101310212,文昌
101310213,海棠
101310214,保亭
101310215,万宁
101310216,陵水
101310218,吉阳
101310219,天涯
101310221,乐东
101310222,五指山
101310223,崖州
101310301,三沙
101310302,西沙
101310304,南沙
101320101,香港
101320103,新界
